dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,base_price,distance,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
11/15/2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,4,0.689913099,4.1,-73.992253,40.763919,-73.99123,40.757765
12/18/2012,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,3,5,8,4,4.052197116,11.3,-73.969548,40.800192,-73.979993,40.76463
8/7/2012,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502,8,0.82219608,5.5,-74.003637,40.747477,-73.99989,40.740652
7/20/2011,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,4,7,11,4,3.782577356,10,-73.984235,40.75501,-73.955425,40.781094
7/21/2011,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,4,0.484593801,4,-73.954767,40.78389,-73.958958,40.780905
6/25/2012,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,4,0.256876935,2.9,-73.977417,40.757653,-73.974607,40.756757
10/26/2012,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290,4,2.222899842,6.9,-73.966327,40.761268,-73.98294,40.776795
12/7/2012,4,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215,4,2.365007592,8.9,-73.98913,40.756668,-73.96107,40.757225
1/24/2012,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203,4,0.841355209,4.5,-73.990909,40.739949,-73.993856,40.732722
3/27/2011,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19,4,0.29549159,4.5,-73.965037,40.761717,-73.968077,40.763042
8/26/2011,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0,5,100,105,4,4.72958408,12.9,-73.966769,40.76412,-73.96497,40.806619
8/15/2011,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,4,1.747038892,5.3,-73.977092,40.776832,-73.985983,40.762642
7/2/2012,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43,4,1.701729726,6.9,-73.988254,40.74895,-73.98705,40.733678
10/11/2012,4,1,10,11,0,4,1,1,0.46,0.4545,0.36,0,76,175,251,4,8.681401487,16.1,-73.986585,40.725585,-73.936913,40.793967
2/23/2011,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,4,7.582741207,26.9,-73.874558,40.774082,-73.96394,40.76601
11/6/2011,4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,16,100,116,4,1.9853128,6,-74.002417,40.728325,-73.991863,40.744282
9/18/2011,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,44,136,180,4,1.654163146,6,-73.995635,40.744387,-74.002325,40.730406
6/24/2012,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,4,1.684652794,14.5,-73.985221,40.763296,-73.96557,40.760494
1/8/2011,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,4,0.492198333,3.3,-74.004287,40.72194,-73.998599,40.722939
5/3/2011,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,42,323,365,4,3.71642588,9.7,-73.997032,40.722398,-73.98433,40.754394
5/23/2011,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236,4,0.87520822,4.5,-73.977092,40.75848,-73.968008,40.762297
6/2/2011,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,4,4.398884983,15.5,-73.964517,40.767404,-74.003496,40.741095
8/13/2011,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,4,3.209407631,15.5,-73.975655,40.792012,-73.951775,40.769527
3/8/2011,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,4,4.026916554,14,-73.94877625,40.78249359,-73.98220062,40.75661087
8/16/2011,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,4,39.48936792,66.3,-74.438233,40.99326,-74.185996,40.693874
4/3/2012,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,8,5.102971735,14.1,-74.003545,40.707399,-73.981312,40.750071
12/18/2011,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188,4,5.628743279,18.5,-73.987118,40.73596,-73.95641,40.780902
1/7/2011,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,4,2.663950583,12.1,-73.983423,40.7613,-74.009493,40.74775
7/19/2011,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,4,3.144752075,11.7,-73.96669,40.765072,-73.978243,40.791957
2/4/2011,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64,4,0.464229346,3.5,-73.970932,40.788492,-73.973835,40.79204
6/27/2011,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150,4,2.587611436,10.5,-74.00344,40.743554,-73.974042,40.750274
9/16/2012,3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0,28,123,151,4,6.148523212,20.5,-74.016064,40.711575,-73.983339,40.760979
1/9/2011,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,4,0,2.5,-73.98641,40.76335,-73.98641,40.76335
12/28/2012,1,1,12,5,0,5,1,2,0.24,0.2576,0.6,0.0896,0,15,15,4,5.247318689,21,-73.977208,40.733786,-73.978238,40.686617
1/7/2012,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,4,2.228325554,9.5,-73.969977,40.765472,-73.95734,40.783072
7/15/2011,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,10,4,0,13.3,0,0,0,0
8/26/2012,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,4,3.258841478,8.9,-73.978465,40.758843,-74.004952,40.737495
6/12/2011,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0,28,64,92,4,4.049089203,10.5,-73.959055,40.814999,-73.957878,40.778607
11/4/2011,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,34,128,162,4,1.032380972,4.5,-74.008646,40.735048,-74.006229,40.725949
4/14/2011,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,4,4.560737677,24.5,-73.979269,40.761886,-74.002076,40.724702
3/24/2011,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120,124,4,10.41697979,27,-73.98755646,40.7336731,-73.95068359,40.82306671
12/20/2011,4,0,12,15,0,2,1,2,0.44,0.4394,0.54,0,15,139,154,4,2.426345708,8.5,-73.978135,40.73074,-73.977188,40.752542
8/19/2012,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341,4,2.311642701,9,-73.977865,40.784274,-73.962362,40.767125
5/4/2012,2,1,5,9,0,5,1,1,0.6,0.5758,0.78,0,32,262,294,4,2.391955745,9.5,-73.952838,40.786623,-73.957865,40.765458
6/20/2012,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0,36,143,179,4,2.443084876,6.5,-73.958882,40.709567,-73.98527,40.718643
6/4/2011,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,4,7.982148509,19.7,-73.987122,40.73655,-73.902657,40.769043
1/20/2012,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156,4,10.26691915,30.9,-73.978438,40.737,-73.864842,40.770393
9/2/2011,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220,4,2.595553576,8.5,-73.983246,40.750915,-74.006032,40.735215
1/5/2012,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,4,2.038633154,6.5,-73.994017,40.761638,-73.985845,40.744387
1/2/2012,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,4,4.14206143,14.9,-73.968212,40.762212,-73.919958,40.755087
9/24/2011,4,0,9,18,0,6,0,1,0.64,0.5909,0.78,0.1045,157,243,400,4,9.729941644,16.1,-73.970357,40.789113,-74.011695,40.707435
8/19/2012,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20,4,19.71985604,5.5,-73.789203,40.655194,-73.996509,40.737216
10/26/2011,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,4,5.550155698,20.5,-73.989813,40.747356,-73.927147,40.762732
3/31/2012,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,4,2.42751343,6.5,-73.983397,40.738183,-73.971395,40.758023
6/12/2011,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,4,1.084058846,5,-73.977487,40.763365,-73.983377,40.7547
11/5/2012,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,8,1.237859167,5,-73.98573,40.7681,-73.981444,40.778745
9/7/2011,3,0,9,20,0,3,1,3,0.64,0.5758,0.89,0.0896,3,93,96,4,2.43277792,16.5,-74.006602,40.744235,-73.979251,40.751236
4/30/2012,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.194,29,239,268,4,2.875777673,16,-73.95174408,40.77205658,-73.94265747,40.74713516
10/23/2011,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0,48,95,143,4,4.691766253,10.9,-73.977385,40.758089,-74.001467,40.720059
7/8/2012,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,4,5.198188749,16.5,-74.010894,40.714426,-73.98337,40.756248
9/2/2011,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147,4,7.691175851,20.5,-73.98441,40.716667,-73.922238,40.767287
1/9/2011,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,4,1.225553426,7.3,-73.9594,40.7703,-73.9663,40.7606
1/3/2011,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,4,0.434036157,9,-73.99384308,40.71469116,-73.99707031,40.71773148
2/2/2011,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32,4,5.057374435,15.5,-73.997507,40.721777,-74.000732,40.676375
3/18/2012,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,8,1.135914756,5,-73.995087,40.760146,-73.982215,40.763185
11/29/2011,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,4,21.13891124,57.33,-74.00775,40.741277,-73.790292,40.64676
3/27/2011,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14,4,4.895677882,10.5,-73.979982,40.762695,-73.962557,40.804685
11/16/2011,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56,4,3.305314703,9.5,-74.008117,40.748635,-74.01037,40.718968
9/24/2012,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0,2,35,37,4,0.875375121,4.1,-73.99093,40.765603,-73.982563,40.77027
10/31/2011,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0,17,355,372,4,3.029969194,12.1,-73.959546,40.767462,-73.993107,40.75767
8/22/2012,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55,4,2.716572158,7,-73.971542,40.750487,-73.988967,40.72994
1/7/2012,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,4,0.83238899,4.9,-73.978556,40.724624,-73.988157,40.722875
7/14/2011,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180,4,0.679558412,4.9,-73.979307,40.752832,-73.978403,40.758903
5/9/2012,2,1,5,12,0,3,1,2,0.62,0.6212,0.57,0.2239,58,222,280,4,2.205353816,11,-73.979658,40.758764,-73.95657,40.768108
9/11/2012,3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0,35,323,358,4,1.476196124,5.5,-73.978007,40.74581,-73.98425,40.73341
3/11/2011,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,4,1.296428105,7,-73.9894,40.756855,-73.992802,40.768222
5/25/2011,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,4,0.545333233,3.7,-73.961353,40.765069,-73.96052,40.769931
2/1/2012,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,4,2.258972247,6.5,-74.0098,40.7205,-74.009,40.7408
12/1/2012,4,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27,4,2.195435286,15.3,-73.99217,40.76432,-73.966214,40.762562
10/15/2011,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456,4,9.78427863,38.33,-73.977151,40.776857,-73.861551,40.768274
9/3/2011,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,24,65,89,4,1.298706701,6.5,-73.980759,40.680705,-73.989813,40.690149
7/1/2012,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142,4,6.274962259,17,-74.001311,40.75699,-73.948801,40.797008
5/19/2011,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0,34,453,487,8,3.099003869,10.1,-74.00096,40.731835,-73.974342,40.751058
3/23/2012,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472,4,4.863594907,18.9,-74.010163,40.708902,-73.987847,40.749225
2/10/2011,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26,4,14.18351251,38.5,-73.862568,40.769065,-74.008287,40.705275
7/7/2012,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,4,2.547325985,8.5,-73.983518,40.748147,-73.98987,40.725757
1/3/2011,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,4,1.613475668,7,-73.97173,40.75715,-73.98541,40.747
8/16/2012,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0,13,63,76,4,1.922615387,8.5,-73.983267,40.741622,-74.001337,40.731072
3/17/2011,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3,4,1.35129068,7.7,-73.991197,40.751257,-73.975178,40.750687
9/12/2012,3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,8,41,49,4,1.202363179,5.7,-74.0029,40.760422,-73.988729,40.761702
12/19/2012,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5,4,0.653563485,4.5,-73.98384,40.72957,-73.989737,40.725755
1/5/2012,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0,0,4,4,4,1.932816178,7.7,-73.957788,40.761912,-73.976757,40.75214
11/21/2012,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,4,14.9747142,45,-73.999081,40.754489,-73.863401,40.667613
5/9/2012,2,1,5,4,0,3,1,3,0.56,0.5303,0.88,0.2239,0,5,5,4,3.120819813,8,-73.99563,40.720941,-73.961689,40.709743
11/25/2011,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,4,1.072058683,4.5,-73.991315,40.751183,-74.003637,40.753584
5/2/2012,2,1,5,19,0,3,1,1,0.54,0.5152,0.77,0.2537,43,461,504,8,0.767453778,5.7,-73.978617,40.748468,-73.975885,40.75505
7/27/2012,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,326,4,3.484288668,9.7,-74.002097,40.734732,-73.972335,40.756477
4/13/2012,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233,4,2.431000856,10.9,-74.005771,40.736004,-73.989396,40.718013
6/11/2011,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,4,2.735571038,5.7,-74.00722,40.727557,-73.994682,40.750242
12/26/2011,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0,10,39,49,4,1.061786111,4,-74.005432,40.736957,-73.99864,40.744997
8/13/2011,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,4,0.520014215,4.9,-73.989897,40.750725,-73.988952,40.755345
4/27/2011,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,26,66,92,4,9.415012547,31.2,-73.975427,40.757116,-73.86509,40.770561
10/4/2012,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294,4,4.282705861,13.3,-73.987699,40.757444,-73.996644,40.719542
12/17/2011,4,0,12,13,0,6,0,2,0.28,0.2727,0.48,0.2537,32,204,236,4,0,11.7,0,0,0,0
5/24/2012,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,4,2.470895183,8.9,-74.008557,40.72074,-73.981338,40.728984
11/12/2012,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,4,1.017586984,4.5,-73.926383,40.808057,-73.93513,40.814371
8/11/2011,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,4,7.376121485,20,-73.996222,40.738397,-73.945933,40.792682
12/11/2012,4,1,12,23,0,2,1,1,0.3,0.2879,0.52,0.2239,4,60,64,4,1.492055335,7,-73.98642731,40.72238541,-73.99151611,40.73523331
7/20/2011,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,4,1.226353204,4.5,-73.995892,40.74389,-74.004377,40.734933
9/8/2011,3,0,9,3,0,4,1,3,0.62,0.5455,0.94,0,0,2,2,4,4.417748017,16.5,-73.988522,40.737147,-73.986408,40.776832
12/3/2011,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,4,2.519881696,12.9,-73.981384,40.780106,-73.971353,40.758763
9/30/2012,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,8,9.37184213,34.1,-73.873254,40.773999,-73.983536,40.762902
12/31/2011,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,4,0,57.33,-73.776477,40.64629,-73.776477,40.64629
3/30/2012,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,4,3.11685628,8.9,-73.788498,40.65458,-73.752772,40.6617
6/14/2012,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435,4,5.115075967,13,-73.985717,40.767798,-73.959253,40.80919
12/7/2012,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28,4,3.640786456,9.7,-73.98011,40.75182,-73.950907,40.775948
6/4/2011,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,4,3.615202715,11,-73.987055,40.744762,-74.007825,40.716325
4/20/2011,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197,4,1.328927327,5.5,-73.967705,40.75989,-73.95623,40.768088
4/24/2012,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,8,1.302613791,4.9,-73.975245,40.763207,-73.963428,40.77076
5/9/2012,2,1,5,6,0,3,1,2,0.56,0.5303,0.88,0.1045,5,121,126,4,2.883122501,9.3,-73.966555,40.769955,-73.97153,40.74431
10/24/2011,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,4,2.478390315,8.5,-73.944602,40.815676,-73.917888,40.806313
6/3/2011,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,4,0.988768073,4.5,-73.985247,40.727532,-73.979572,40.735312
2/15/2011,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,4,5.080166608,11.3,-73.974097,40.759455,-74.009692,40.722595
9/11/2011,3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,120,222,342,4,4.848122091,13.7,-73.977078,40.750085,-74.01442,40.716932
12/17/2012,4,1,12,0,0,1,1,2,0.38,0.3939,0.87,0,2,26,28,4,1.591304856,6.9,-73.990062,40.756634,-73.971327,40.758445
6/18/2011,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0,16,37,53,4,4.355856987,8.1,-73.918489,40.754256,-73.969701,40.748919
9/7/2012,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,8,3.350089245,11,-73.97427,40.756035,-73.96899,40.785887
11/29/2012,4,1,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163,4,1.119082778,6.9,-73.967169,40.756601,-73.980451,40.756584
4/25/2012,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0,13,23,36,4,0.908754198,4.5,-73.958917,40.77215,-73.956942,40.780182
7/14/2012,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40,4,2.032098596,6.1,-73.983305,40.748403,-73.991115,40.765688
7/7/2012,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,4,2.685110549,7.7,-73.969023,40.785718,-73.992152,40.769105
9/25/2012,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409,4,5.262474942,12.9,-73.952351,40.789832,-73.972333,40.745006
1/7/2011,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,4,1.318933724,8.1,-73.993822,40.732997,-73.9847,40.742632
7/20/2012,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34,4,13.12704069,35.07,-73.994618,40.739409,-73.936439,40.629948
4/5/2012,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,0,1,1,4,4.860037937,12.1,-73.997868,40.713628,-73.989445,40.756853
4/17/2012,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370,4,1.172834941,9.3,-73.981206,40.757788,-73.994317,40.754246
10/22/2011,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,1,7,8,4,4.343522967,21.5,-74.001562,40.741032,-73.95868,40.719377
12/20/2012,4,1,12,8,0,4,1,2,0.3,0.3333,0.7,0,14,585,599,8,2.167002748,6.9,-73.992014,40.764244,-73.981024,40.781859
3/25/2011,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,4,2.430239761,10,-73.982053,40.77331,-73.955055,40.781017
11/8/2012,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668,8,1.88172532,8.5,-73.999112,40.72521,-74.007372,40.740927
3/27/2012,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,4,8.34949477,26.5,-74.01361847,40.71653366,-73.94696808,40.77207565
10/17/2012,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,8,0.880866474,4.5,-73.975867,40.760282,-73.980965,40.753368
12/8/2011,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,139,4,1.888443926,6.9,-73.983855,40.744069,-74.005639,40.740089
9/14/2011,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33,4,1.790344676,6.5,-73.973112,40.761903,-73.952725,40.766447
8/23/2012,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233,4,1.374197711,4.9,-73.947062,40.784043,-73.951198,40.772092
11/13/2012,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,4,4.696346151,13.3,-74.002185,40.719517,-73.974876,40.756321
4/14/2012,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,8,7.175020339,18.5,-73.997892,40.724297,-73.977578,40.786941
4/5/2012,2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,143,144,287,4,1.863200044,8,-73.972767,40.793497,-73.959495,40.780095
6/12/2012,2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491,8,1.432719732,5.5,-73.989863,40.734053,-73.979853,40.744464
2/9/2012,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,4,12.96567927,28.1,-73.863763,40.769938,-74.00032,40.71624
5/12/2011,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,4,0.932618648,6.5,-73.976558,40.759555,-73.983238,40.766241
6/23/2012,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,8,4.372151465,12.9,-73.98362,40.767035,-73.985725,40.72776
3/24/2011,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,4,0.998630065,4.1,-73.96954,40.760876,-73.975164,40.752973
1/9/2012,1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,13,407,420,4,2.561570481,10.5,-73.964999,40.806719,-73.958495,40.784222
10/26/2012,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217,4,4.172015058,12.1,-73.983403,40.726223,-73.999103,40.761795
4/20/2012,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,4,2.743094042,13.7,-73.981527,40.724907,-73.949038,40.72631
11/28/2012,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322,4,5.119699676,16.1,-73.954942,40.789074,-73.984561,40.748882
2/18/2012,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,4,0.319884216,3,-74.007472,40.74088,-74.008959,40.738234
5/25/2012,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,32,551,583,8,4.346506656,8.5,-73.985287,40.773551,-73.964319,40.809258
6/13/2012,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392,4,4.063669665,13.5,-73.96198273,40.76368332,-73.99638367,40.73807907
5/31/2012,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293,4,0.242035632,4.9,-73.992414,40.74972,-73.995103,40.750485
3/30/2012,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,4,0.946136771,4.9,-73.97164,40.766172,-73.960692,40.76807
4/30/2012,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,66,617,683,8,8.76937223,27,-74.008827,40.710565,-73.92766,40.759892
1/18/2012,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164,165,4,1.867496187,6,-73.977032,40.750545,-73.990488,40.737205
12/26/2012,1,1,12,5,0,3,1,2,0.22,0.2121,0.69,0.2836,0,11,11,4,0.381340349,5.5,-73.98449707,40.72879791,-73.98408508,40.72538376
9/7/2012,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,4,10.35133472,24.9,-73.994673,40.750317,-73.945843,40.835722
11/15/2012,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,4,8.57435006,22.5,-73.96234131,40.77907181,-74.00598907,40.70943832
10/21/2012,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443,4,4.033538785,15,-73.983491,40.734315,-73.956837,40.7042
4/25/2012,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0,22,170,192,4,1.572594805,13,-73.988382,40.764137,-73.99152,40.7502
7/9/2011,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121,4,4.581687135,14.5,-73.948872,40.807601,-73.937218,40.767366
4/15/2011,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,4,0.9566428,8.1,-73.992877,40.742668,-73.983468,40.74748
9/19/2012,3,1,9,1,0,3,1,2,0.54,0.5152,0.68,0.2537,0,12,12,4,7.006001017,15.7,-74.004128,40.733121,-73.966117,40.677112
5/3/2011,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,12,50,62,4,4.844668488,10.5,-73.997677,40.722583,-73.992827,40.679183
