fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance
7.3,-74.003066,40.750576,-73.988759,40.768813,1,2.359610839
11.3,-74.006747,40.739822,-73.987498,40.719972,1,2.739951213
10,-74.001067,40.729342,-73.97953,40.749335,1,2.870520091
19,-74.005025,40.722755,-73.95236,40.779867,1,7.749056602
7.9,-73.994686,40.736522,-73.984012,40.727072,1,1.383574453
13,-73.997892,40.724223,-73.982238,40.768262,1,5.072962631
5.5,-73.978285,40.737182,-73.970902,40.74724,2,1.280126776
8.1,-74.010158,40.72055,-73.987705,40.714282,5,2.017213873
8.9,-73.956523,40.783907,-73.980963,40.78466,1,2.060049117
12.1,-73.992997,40.742593,-73.97153,40.782297,1,4.772242447
6,-73.991985,40.743987,-73.98481,40.753635,5,1.231741381
8.5,-73.940538,40.793242,-73.951182,40.774287,2,2.291027765
10,-73.958603,40.764696,-73.981624,40.73669,1,3.669707883
10,-73.975085,40.752562,-74.004982,40.731872,1,3.41236333
14.5,-73.999317,40.743992,-73.97223,40.796308,1,6.250469032
8.1,-73.991983,40.744233,-73.988938,40.748282,1,0.518338885
20,-73.985823,40.759541,-74.015044,40.70479,1,6.569129732
4.5,-73.962352,40.772942,-73.962907,40.774907,1,0.223510387
11.3,-73.981213,40.760227,-73.992757,40.734633,1,3.008431931
7.5,-74.00018311,40.74287796,-73.98298645,40.73875046,1,1.520235986
15.5,-73.9445,40.775327,-73.984395,40.769792,2,3.416493511
8.5,-74.001337,40.731274,-74.008223,40.711402,1,2.285313434
49.8,-73.780022,40.647177,-73.976485,40.746387,1,19.90655331
5.7,-73.984515,40.758392,-73.973417,40.757635,1,0.938830736
8.5,-73.78931,40.647765,-73.78488,40.666577,6,2.125583211
6.1,-74.008057,40.740313,-74.00104,40.735093,2,0.828770024
8,-73.984023,40.731927,-73.964307,40.756162,6,3.166562712
11.5,-73.985952,40.726677,-73.963432,40.711467,1,2.542935908
4.5,-73.983227,40.738918,-73.990085,40.729452,1,1.201127574
10,-74.005536,40.741006,-74.015577,40.709957,1,3.555781526
5.5,-73.96630859,40.79444122,-73.96201324,40.8052597,6,1.25651424
8.9,-73.957574,40.769887,-73.985154,40.732201,1,4.792915482
6.9,-74.011608,40.714802,-74.008608,40.704201,1,1.205972679
8.5,-73.947808,40.775315,-73.97479,40.757487,1,3.016462705
7.7,-73.982292,40.745407,-73.96329,40.765875,2,2.783251987
8.1,-73.968351,40.762265,-73.990636,40.761204,1,1.881193378
4.5,-73.987437,40.738756,-73.979159,40.747878,1,1.231318632
20.5,-73.954938,40.769195,-73.992197,40.750712,1,3.752414265
4.5,-73.986332,40.734205,-73.984405,40.728707,2,0.632743199
5.7,-73.982524,40.735653,-73.988734,40.748532,1,1.525131065
12.5,-73.97465,40.76224,-73.9802,40.732185,1,3.375568346
10,-73.96684265,40.79374313,-73.96183777,40.77392197,1,2.24463811
6,-73.999541,40.73367,-74.005271,40.739844,3,0.839536498
6,-73.998835,40.724702,-73.995908,40.732458,2,0.89728448
21.5,-73.99860382,40.74515152,-73.9853363,40.71092224,1,3.968166916
6.5,-73.980325,40.765073,-73.991783,40.749867,1,1.947478497
5.7,-73.982151,40.772528,-73.981531,40.783538,1,1.225753383
7,-73.954827,40.780737,-73.959917,40.773645,6,0.897818961
12.1,-73.992837,40.689914,-74.001354,40.725183,1,3.988153613
7,-73.975538,40.749493,-73.988977,40.758842,1,1.537395299
10.5,0,0,0,0,3,0
8.5,-73.958083,40.76933,-73.965528,40.755152,1,1.697173268
5.3,-73.994132,40.732155,-73.981811,40.73739,1,1.190564048
4.5,-73.98461,40.769478,-73.993257,40.757482,4,1.520222616
10,-73.985279,40.741875,-73.982405,40.771416,2,3.294751045
8.9,-73.982121,40.773175,-74.00826,40.748811,1,3.491967872
8.1,-73.988808,40.723108,-73.985358,40.760847,1,4.207759566
4,-73.988427,40.736319,-73.992948,40.730104,1,0.789359181
12,-73.97836,40.724887,-74.003997,40.742327,3,2.90380545
4.5,-73.969517,40.757483,-73.961383,40.768763,1,1.429613078
10.1,-73.946758,40.78442,-73.982018,40.77479,1,3.15708324
7.5,-73.976712,40.755672,-73.980327,40.744892,5,1.237145049
18,-74.006252,40.733087,-73.97524,40.787422,1,6.584271877
16,-74.017087,40.708952,-73.992222,40.751622,5,5.188327775
9.5,-73.958724,40.778262,-73.972482,40.759353,1,2.401428603
14.5,-74.001143,40.722796,-73.980361,40.751107,1,3.603356597
6.9,-73.999877,40.728562,-74.010712,40.708032,2,2.459462293
7,-74.004661,40.730688,-74.013631,40.715568,1,1.843963222
9.7,-73.980223,40.751678,-73.974667,40.787492,1,4.010985572
15.5,-74.012736,40.701506,-73.980165,40.735837,1,4.703364321
34,-73.789657,40.643888,-73.82655,40.76902,2,14.26180634
10.5,-73.969928,40.75307,-74.003495,40.742694,1,3.054967304
5.5,-73.998272,40.740547,-74.005137,40.729625,6,1.345602079
7,-74.002293,40.755833,-73.990963,40.755803,1,0.954631452
57.33,-73.790025,40.647137,-73.989398,40.756177,1,20.73036868
8.1,0,0,0,0,2,0
4.1,-73.996542,40.737868,-73.945438,40.820603,1,10.1594809
3.7,-73.971773,40.797283,-73.966797,40.803875,1,0.84449052
6.5,-73.984798,40.748097,-73.991781,40.759452,1,1.393340718
7.7,-73.977513,40.755082,-73.954387,40.78697,5,4.046659123
6.1,-74.002452,40.733445,-73.98982,40.72572,1,1.368209937
8.1,-73.952452,40.772657,-73.96918,40.76056,1,1.948429943
28.5,-73.997042,40.722544,-73.870594,40.773882,1,12.08894713
10.9,-74.005385,40.706577,-73.983027,40.73506,5,3.686420183
4.5,-73.983196,40.771523,-73.989499,40.762877,1,1.0985403
7,-73.983077,40.741897,-73.998423,40.733066,1,1.624076855
7.5,-73.963552,40.765867,-73.950632,40.783175,1,2.211477486
25.5,-73.98796,40.74779,-73.92918,40.68391,2,8.662784565
11.5,-74.008905,40.740719,-73.996966,40.767047,3,3.096424084
4.5,-73.975352,40.752498,-73.970205,40.756513,2,0.622507813
6.5,-73.986068,40.759049,-73.977589,40.74553,3,1.664811895
5.7,-73.95357,40.771418,-73.95357,40.771418,2,0
4.9,-73.977972,40.752632,-73.989862,40.758384,2,1.188683079
22.5,-74.008635,40.745275,-73.98754,40.692467,2,6.137136598
8.1,-73.969268,40.761789,-73.992104,40.748907,1,2.399006695
4.5,-73.998395,40.7198,-73.994143,40.720983,2,0.381838279
12.9,-73.999741,40.733367,-73.952607,40.766481,1,5.41671526
8.9,-74.009637,40.706158,-74.004395,40.74049,5,3.844224293
7,-73.982427,40.782872,-73.984572,40.76099,6,2.440628745
5.5,-73.999007,40.734505,-73.991231,40.738509,1,0.792374364
5.7,-73.986267,40.740238,-73.981833,40.751557,1,1.313286284
5.7,-73.993947,40.751512,-73.978295,40.751042,4,1.31990779
6.5,-73.989425,40.756467,-73.977003,40.756432,5,1.046630966
5.7,-73.972182,40.749805,-73.96202,40.759563,1,1.382453923
3.7,-73.982598,40.775634,-73.981118,40.779035,1,0.398302964
15,-73.979023,40.755824,-73.989778,40.715666,2,4.557813924
6.7,-73.985316,40.747449,-74.002334,40.733677,1,2.098459311
7.3,-73.981765,40.764036,-73.994749,40.759171,1,1.220418651
0.01,-73.93904114,40.71396255,-73.94167328,40.71399689,1,0.22194724
5.5,-73.972763,40.79404,-73.979497,40.783193,1,1.333143703
6.5,-73.982793,40.722948,-73.98298,40.738927,1,1.777411394
8.1,-73.991276,40.730246,-73.992305,40.749003,1,2.088139533
5.7,-73.970886,40.750996,-73.980573,40.746876,1,0.936117673
5.3,-73.973999,40.794791,-73.981724,40.782033,1,1.561086492
9.7,-73.983498,40.726803,-73.963022,40.763423,2,4.423646688
14.5,-74.000062,40.728077,-74.000772,40.693252,1,3.874041477
18.5,-73.98636627,40.75766373,-73.95111847,40.77432632,6,3.50033527
15.7,-74.007588,40.705051,-73.98351,40.726209,2,3.107925902
5.7,-73.993384,40.724406,-73.985828,40.731913,2,1.050180411
9.7,-74.00862,40.73101,-73.986269,40.734521,1,1.923921492
12.1,-73.983407,40.73946,-74.00971,40.722695,5,2.89698927
24,-73.990607,40.749604,-73.947079,40.771591,1,4.407917967
35.5,-73.79010773,40.64359283,-73.9396286,40.68373871,3,13.3825215
10.5,-74.005433,40.727393,-74.00277,40.760572,1,3.69731155
5.7,-73.999983,40.717972,-74.013085,40.706043,1,1.726505831
19.3,-73.975408,40.741107,-73.870362,40.772742,1,9.524481106
4.5,-73.986266,40.769864,-73.99238,40.766606,1,0.629760554
12.5,0,0,0,0,1,0
9.7,-74.003403,40.74841,-73.97522,40.755645,1,2.507386177
9,-74.003474,40.743563,-73.992998,40.723325,1,2.418045707
13.5,-73.987549,40.752967,-74.007133,40.718245,1,4.200047895
8.1,-73.998305,40.723893,-74.007642,40.743023,1,2.26869205
6.5,-73.968538,40.791038,-73.964535,40.798325,1,0.877830064
7.7,-73.969587,40.757687,-73.991362,40.75023,1,2.013511069
15.5,-73.988707,40.758423,-73.952783,40.807937,1,6.283786897
7.7,-73.953697,40.781957,-73.97702,40.758695,2,3.248810566
12.9,-73.958485,40.717132,-74.002027,40.730195,3,3.947598351
12.9,-74.016854,40.704856,-73.986499,40.759238,3,6.567740725
10.5,-73.977233,40.752537,-73.973222,40.74405,2,1.002690468
6.2,-73.980785,40.760819,-73.961937,40.767251,1,1.741599702
10.1,-73.992692,40.721336,-73.985342,40.752431,3,3.513727405
24.5,-73.984058,40.725367,-73.937057,40.8515,2,14.57742215
8.9,-73.998762,40.739793,-73.98404,40.721498,3,2.38345049
7,-73.96316,40.765527,-73.974852,40.755485,1,1.489281439
17,-73.991472,40.739062,-73.985412,40.757667,5,2.131504082
12.9,-74.012254,40.707684,-73.981788,40.732429,1,3.764566996
11,-73.970774,40.76406,-73.985585,40.744205,1,2.536675279
7,-73.947122,40.775867,-73.963327,40.775137,1,1.367384451
17.7,-73.789903,40.646763,-73.831675,40.71495,1,8.362941398
3.3,-73.983178,40.75328,-73.990112,40.751148,1,0.630557687
8.9,-73.978152,40.763186,-73.948793,40.775162,1,2.809113644
8.1,-73.99694,40.736328,-73.978925,40.719622,1,2.399753613
28.5,-73.928484,40.752077,-73.942403,40.837324,1,9.554175801
9.5,-73.980614,40.774948,-73.952898,40.76994,1,2.400201232
12.9,-73.969531,40.761098,-74.008205,40.747618,1,3.587010637
14,-73.999801,40.761493,-73.999849,40.726787,2,3.860344711
8.5,-73.962885,40.758266,-73.973943,40.753754,1,1.058275499
4.9,-73.974252,40.763983,-73.979582,40.77113,1,0.912999788
4.9,-73.9615,40.765137,-73.963433,40.774425,1,1.04585655
8.1,-73.992513,40.724272,-73.971767,40.755787,1,3.917242266
4.1,-73.977317,40.729217,-73.973898,40.723533,5,0.694819897
5,-73.996442,40.738065,-73.989957,40.74385,1,0.844237223
35,-73.965558,40.762751,-73.89961,40.893033,2,15.51787265
5,-73.988766,40.748727,-73.983768,40.743904,3,0.682039892
5,-73.969712,40.757627,-73.964872,40.76416,1,0.833257314
15.5,-73.990133,40.732394,-73.983055,40.774131,2,4.680550681
6.1,-73.982278,40.768258,-73.983398,40.777658,1,1.049808173
10.9,-73.963067,40.71396,-73.959362,40.693653,1,2.280247384
19.7,-73.957519,40.769446,-73.986699,40.704185,1,7.664256721
30.67,-73.975707,40.740567,-73.954125,40.77017,1,3.761491886
7.7,-73.99169,40.75461,-73.981742,40.736753,1,2.155894107
9.7,-73.986814,40.755239,-73.948467,40.783083,1,4.475151494
8.9,-73.931787,40.744885,-73.96177,40.761185,5,3.109608794
7.7,-73.987365,40.733375,-73.992073,40.748968,1,1.779210716
5,-73.978652,40.756637,-73.98087,40.744882,1,1.320796539
5.3,-73.982818,40.766128,-73.977228,40.774344,2,1.028049951
8.1,-73.999833,40.720555,-74.007337,40.745858,1,2.88463955
9.5,-73.960933,40.714865,-73.93024,40.705188,1,2.802786739
4.5,-73.988487,40.764261,-73.987673,40.768005,1,0.422052635
4.9,-73.96425,40.76535,-73.959785,40.776928,1,1.341619475
9.3,-73.962203,40.7791,-73.983427,40.755467,1,3.179119768
42.33,-73.979938,40.72697,-74.030845,40.62378,5,12.25488255
4.5,-73.984604,40.779567,-73.976037,40.781937,1,0.768201305
5.7,-73.987246,40.722394,-73.979053,40.739632,2,2.037948312
7,-73.984648,40.764822,-73.972867,40.780352,2,1.992163704
8.5,-73.982317,40.77158,-73.991508,40.750448,1,2.474771713
10.1,-73.989752,40.733122,-73.991453,40.755415,1,2.483786513
11,-74.000982,40.736726,-73.969686,40.753725,1,3.245075257
5.7,-73.969268,40.689497,-73.987556,40.692887,1,1.587801583
7.7,-73.991687,40.742357,-73.982053,40.757387,1,1.858462026
7.7,-73.98378,40.75509,-73.98019,40.78047,1,2.839166245
22.1,-73.998093,40.741827,-73.998205,40.741022,1,0.09003613
11.3,-73.968918,40.800803,-73.98223,40.759102,1,4.771984158
9.7,-74.012383,40.70625,-74.008412,40.740502,1,3.824521904
6.5,-73.992142,40.755152,-73.994088,40.742758,5,1.388300865
7.5,-74.001397,40.730982,-73.986025,40.730997,1,1.295674867
4,-73.96999359,40.79735565,-73.97338104,40.79266739,1,0.59439155
4.1,-73.966782,40.770082,-73.959085,40.769082,1,0.657859108
11.5,-73.970405,40.755542,-73.979588,40.739857,1,1.908551333
5.5,-73.950849,40.775601,-73.955532,40.764334,1,1.313848657
10.1,-73.996553,40.737926,-74.010729,40.713406,1,2.977650063
5.3,-73.975915,40.760433,-73.96977,40.753163,1,0.960189232
4.5,-73.988951,40.68897,-73.987473,40.696361,1,0.831495851
4,-73.97198,40.782087,-73.96421,40.777242,1,0.847768364
13.5,-73.972328,40.762339,-74.005899,40.745419,1,3.397536017
9.5,-73.984612,40.744727,-74.009007,40.738165,5,2.181601275
4,-73.976745,40.754324,-73.980767,40.750265,1,0.564524011
13,-73.99528503,40.73093796,-73.98140717,40.75819397,1,3.249433632
6.5,-73.926466,40.698029,-73.917236,40.688965,2,1.273723805
5.7,0,0,0,0,1,0
9.7,-73.97383,40.783893,-73.966122,40.758115,5,2.939881068
14.5,-73.998347,40.723615,-73.967043,40.765702,1,5.373446645
8.1,-74.009003,40.70419,-74.004953,40.720225,1,1.815962512
3.7,0,0,0,0,1,0
7.7,-73.984387,40.7469,-73.977563,40.759327,1,1.497076009
7.5,-73.976159,40.736221,-73.977182,40.751998,1,1.756989359
7.5,-73.991318,40.716976,-73.979405,40.73577,2,2.319137005
16.5,-73.963432,40.774652,-73.963565,40.798447,4,2.646737583
5.3,-73.94709,40.77931,-73.932545,40.794718,1,2.106579261
4.9,-73.98806,40.737962,-73.978757,40.74484,5,1.095423433
20.5,-73.974314,40.783421,-74.016504,40.704708,4,9.449605315
3.5,-73.902097,40.763719,-73.90225,40.763566,1,0.021348602
9.3,-73.994505,40.751568,-74.004028,40.72383,1,3.187975665
4.9,-73.99022,40.729024,-73.986706,40.739917,1,1.247299861
6.1,-73.969675,40.762827,-73.971243,40.750877,1,1.335745841
17.9,-74.001437,40.746365,-73.994981,40.680621,1,7.332923329
7.7,-73.969766,40.750719,-73.985779,40.727077,1,2.955767728
13.5,-73.991208,40.735045,-73.982087,40.773999,2,4.400475253
5.5,-73.953682,40.779247,-73.944,40.791282,2,1.567443568
4.1,-73.960055,40.76216,-73.952295,40.772953,2,1.366949769
6.9,-73.98711,40.751837,-73.991817,40.745208,1,0.837255201
5.3,-73.967705,40.765757,-73.970165,40.75795,1,0.892760967
8.5,-73.955497,40.779622,-73.945918,40.804537,1,2.88630268
9.3,-73.97242,40.786097,-74.004142,40.742573,2,5.52981365
9.3,-73.974532,40.75673,-73.977152,40.772657,1,1.78525476
12.1,-74.008897,40.719347,-73.983807,40.775435,1,6.587182164
5.3,-74.005907,40.745658,-73.992398,40.763875,1,2.324085305
10,-74.007992,40.745295,-73.975648,40.74907,5,2.757698968
7,-73.982378,40.768638,-73.994505,40.755911,1,1.745798786
5.3,-73.998748,40.734675,-73.98564,40.742198,1,1.385862736
6.5,-73.990504,40.686635,-73.9796,40.677705,1,1.353716687
5.5,-73.990087,40.746717,-73.991496,40.735604,1,1.241787483
29,-73.979955,40.76066,-73.940125,40.838717,6,9.307480179
9.3,-73.982473,40.771892,-73.964485,40.806915,3,4.179767446
6.9,-73.977796,40.751688,-73.994923,40.7281,1,2.994522667
6.9,-73.99015,40.74434,-74.005672,40.727185,3,2.313541807
23.3,-73.940849,40.839893,-73.995482,40.753003,3,10.70378279
7.3,-73.993061,40.682895,-73.980984,40.664091,1,2.326510298
25.5,-73.970661,40.796745,-74.007412,40.704836,1,10.68176039
2.9,-73.98044946,40.7540737,-73.97379294,40.75715907,1,0.65752254
6.5,-73.967355,40.803322,-73.970437,40.78866,5,1.651371855
31.45,-73.87218,40.774012,-73.979385,40.763688,2,9.103657757
7.7,-73.977319,40.758386,-74.001416,40.740196,1,2.866472449
18.5,-73.963651,40.754788,-73.998249,40.722817,2,4.598721376
12.1,-73.98005,40.76088,-73.945601,40.779532,1,3.567262548
5.7,-74.00073,40.731922,-73.99746,40.744927,1,1.472562294
4,-73.956889,40.774853,-73.948228,40.774703,1,0.729727749
9,-73.975267,40.78727,-73.984072,40.770265,1,2.031658565
16.5,-73.997308,40.722485,-73.941775,40.714667,5,4.761710742
5.7,-73.997157,40.764478,-73.991507,40.751532,5,1.516625925
9.7,-73.99532,40.739458,-73.967528,40.755732,2,2.959960255
7.3,-73.971292,40.795262,-73.987095,40.775587,1,2.561371849
6,-73.968952,40.760995,-73.982053,40.766417,1,1.25773499
16.1,-74.014675,40.717108,-73.979332,40.749867,5,4.7064657
15.7,-73.97372,40.67893,-73.985858,40.7439,2,7.298705509
13.5,-74.008575,40.71399,-73.984065,40.754592,1,4.966200696
27,-73.996515,40.763457,-73.918502,40.870485,1,13.5958863
9.7,-73.988002,40.721329,-73.990927,40.75021,3,3.221874171
4.9,-73.980772,40.733667,-73.992877,40.739547,1,1.211859722
9,-73.98599,40.73489,-73.96218,40.75941,1,3.385873557
5,-73.98267,40.766575,-73.98114,40.7598,3,0.764526473
11.5,-73.97963715,40.73340988,-73.98036957,40.75070572,1,1.924803039
8.2,-73.982624,40.763016,-73.983835,40.739079,1,2.664463202
8.1,-73.955962,40.782131,-73.975948,40.754734,1,3.481527725
12.5,-73.966023,40.763697,-73.961234,40.806531,1,4.781459756
7.5,-73.962377,40.770545,-73.98863,40.774303,2,2.250590408
12.5,-73.972027,40.745702,-73.98384,40.761987,1,2.066836548
10.9,-73.949524,40.780804,-73.977714,40.745619,1,4.577849283
9,-73.939085,40.748241,-73.927383,40.738079,1,1.500040958
12.5,-74.00745,40.715697,-73.988826,40.74306,1,3.424574915
6.1,-73.96943,40.762357,-73.959682,40.776722,1,1.796475818
8.5,-73.976975,40.784957,-73.949212,40.802692,1,3.058929057
16.5,-73.979677,40.721392,-73.990157,40.684175,1,4.232915233
14,-73.96813,40.787468,-73.977246,40.749968,1,4.241220611
28.5,-73.988895,40.72313,-73.939175,40.816427,1,11.19075086
10.5,-73.978115,40.761906,-73.983661,40.752903,1,1.105057645
6.5,-73.969528,40.795182,-73.95129,40.785595,5,1.869764879
4.5,-73.997989,40.751111,-73.998652,40.758412,1,0.814008126
8,0,0,0,0,1,0
9.5,-74.005833,40.737022,-73.99718,40.727265,2,1.307567611
6.9,-73.958582,40.769036,-73.963671,40.756324,1,1.477525013
7.7,-74.00555,40.740815,-73.994443,40.748643,1,1.278363363
8.1,0,0,0,0,1,0
8.1,-74.007025,40.71601,-73.997088,40.741367,1,2.942199182
8,-73.99240112,40.74539566,-73.98880768,40.73115158,1,1.613051804
7,-73.980431,40.753823,-73.996707,40.736571,1,2.358716437
6.5,-74.001988,40.740288,-74.000857,40.7576,3,1.927967859
4.1,-73.953769,40.766935,-73.95915,40.759572,2,0.936081144
11,-73.972165,40.746082,-73.995317,40.717495,6,3.730773017
14.5,-74.008357,40.711915,-73.947383,40.726463,2,5.388968574
6.5,-73.98771,40.741643,-73.96981,40.754533,1,2.081060772
9.5,-73.984292,40.740202,-73.980967,40.72111,2,2.142013493
16.5,-74.004989,40.740884,-73.986227,40.670851,1,7.948779035
16.9,-74.01409,40.713848,-73.97853,40.75074,1,5.081531417
7.3,-73.980749,40.745682,-74.001443,40.740147,1,1.849422987
6.5,-73.995253,40.740004,-73.986178,40.755529,1,1.888593084
3.3,-73.979492,40.756092,-73.982285,40.751387,1,0.573815137
4.9,-74.004063,40.733044,-74.000902,40.739039,1,0.718073157
4.5,-73.966778,40.753462,-73.976775,40.74549,2,1.223071679
3.7,-73.98475,40.769688,-73.985178,40.77295,1,0.364618566
8.5,-73.977129,40.743229,-73.982967,40.760851,1,2.020876933
7.3,-73.956,40.7818,-73.9704,40.7621,1,2.504564662
8.5,-73.989325,40.718372,-73.951776,40.714027,4,3.202309663
7.5,-73.962526,40.804963,-73.951234,40.794027,1,1.543913794
11,-73.98280334,40.76206207,-73.99219513,40.74107742,2,2.464625086
6.9,-73.952123,40.798583,-73.970586,40.785857,1,2.10261638
9.3,-73.974337,40.747247,-74.002022,40.735005,1,2.701439291
18.1,-74.00809,40.704134,-73.97228,40.765205,1,7.433246287
11.3,-73.994663,40.740154,-73.970216,40.784012,1,5.295284187
6.5,-73.981823,40.750569,-73.967098,40.764436,1,1.979462477
8.1,-73.997475,40.721012,-74.014847,40.71051,5,1.873379112
13,-73.974393,40.731165,-73.967547,40.763287,1,3.619198509
11.5,-73.973927,40.754665,-73.995014,40.743983,1,2.137534344
3.8,-73.984986,40.761004,-73.993225,40.764427,1,0.791682384
11.3,-73.98233,40.739389,-73.991978,40.749484,1,1.386314909
8.1,-73.99057,40.718736,-73.949405,40.713832,2,3.513084174
9.3,-74.000721,40.732089,-73.967068,40.760546,1,4.249844156
56.8,-73.988152,40.740112,-73.782355,40.646727,2,20.22681183
56.8,-73.783388,40.648561,-73.982778,40.76155,2,20.99083763
17.3,-73.968108,40.800462,-74.009208,40.725983,1,8.97879085
6.1,-73.97238,40.749527,-73.990638,40.745328,1,1.607877758
5.7,-73.997513,40.74118,-73.985012,40.750567,2,1.48321493
11.7,-73.991139,40.727676,-73.972465,40.689639,1,4.514332682
9.3,-74.004387,40.73096,-73.994103,40.757327,1,3.058164927
10.9,-74.004792,40.741512,-73.988697,40.717427,3,3.00289336
8,-73.966179,40.794815,-73.981166,40.773662,1,2.670029177
6.5,0,0,0,0,1,0
12.9,-73.954154,40.764129,-73.993356,40.75129,1,3.598436033
4,-73.999695,40.74351,-73.994505,40.75084,1,0.92520871
7,-73.97446442,40.79060364,-73.96166229,40.78042603,1,1.563335458
4.9,-73.968907,40.712685,-73.987243,40.724998,4,2.065231745
3.5,-73.986335,40.74571,-73.975362,40.758257,4,1.674092406
12,-73.960091,40.770338,-73.974252,40.793292,2,2.818010259
27.83,-73.97793,40.74591,-73.902,40.76998,3,6.935020779
14.9,-74.00209,40.739525,-73.94494,40.718472,3,5.356216823
36.1,-73.870835,40.773785,-73.88216,40.640656,1,14.83867331
13,-74.007592,40.741005,-73.967572,40.752092,2,3.590816996
6.5,-74.007597,40.74294,-73.992725,40.763378,1,2.595814413
6.5,-74.007161,40.728386,-73.990399,40.734768,1,1.58113198
23.5,-73.995295,40.726082,-73.981572,40.78286,2,6.420384914
14.5,-73.874214,40.77332,-73.934152,40.803134,1,6.039578008
21,-74.016642,40.727357,-73.985489,40.759248,1,4.413074918
4,-73.9739,40.794182,-73.96877,40.796857,1,0.524532546
9.3,-74.00856,40.72048,-73.985927,40.735173,5,2.512082195
5.7,-73.99121,40.744867,-73.982466,40.734588,1,1.360240074
5.7,-73.988132,40.769687,-73.992168,40.759057,1,1.230291269
7.3,-73.970228,40.752514,-73.96929,40.761187,1,0.967928192
4.9,-73.969221,40.760032,-73.979451,40.751562,2,1.276922453
17,-73.952984,40.674575,-73.936379,40.712992,1,4.496731836
5,-73.98400879,40.7588768,-73.99149323,40.75009155,1,1.163001062
11.7,-73.971278,40.751115,-73.98162,40.771935,1,2.474293137
10.5,-73.992573,40.753575,-73.999005,40.723118,2,3.430822793
5.7,-73.986557,40.745783,-73.994545,40.729995,0,1.880718794
55.25,-73.972626,40.757939,-74.031817,40.752986,1,5.017587083
7.5,-73.993038,40.748285,-74.008689,40.738245,2,1.72822032
17.5,-73.992,40.731882,-73.96531,40.76885,1,4.686794107
4.9,-73.97996,40.783583,-73.972036,40.792567,1,1.201623729
11.5,-73.996747,40.729746,-73.982177,40.755627,1,3.129660944
7.5,-73.988807,40.774088,-73.98266,40.757418,1,1.925156632
11,-73.992845,40.758222,-74.00605,40.733145,1,3.003085699
6.1,-73.973854,40.789801,-73.977589,40.778738,1,1.270105484
13.7,-73.967655,40.752185,-74.002775,40.718307,3,4.791792636
10.5,-73.964011,40.761069,-74.006733,40.744127,1,4.063198111
12.5,-74.008478,40.711517,-73.979633,40.734883,1,3.559116646
7,-73.975781,40.73329,-73.992576,40.742728,1,1.762270547
5.3,-74.009845,40.705721,-74.01702,40.706271,1,0.608078066
5.3,-73.976113,40.760553,-73.990137,40.758153,5,1.211330999
6,-73.975887,40.748795,-73.971472,40.754885,1,0.772820531
16.5,-73.954397,40.7842,-73.976225,40.759427,1,3.312643383
5.8,-73.983044,40.762938,-73.970249,40.759576,1,1.140994376
11.3,-74.003935,40.738288,-73.963193,40.762074,2,4.334252868
10,-73.995067,40.740362,-73.986542,40.72997,2,1.361014872
12.5,-73.989883,40.738493,-73.984596,40.703229,1,3.947649656
8.9,-73.984987,40.736455,-74.00981,40.726167,1,2.384761073
6.1,-73.984063,40.721003,-74.001447,40.73108,2,1.844896535
5.3,-74.008465,40.72002,-74.003342,40.722242,5,0.497591164
28.5,-73.78195,40.644675,-73.944003,40.672205,1,14.01266469
8.9,-73.950734,40.785838,-73.965958,40.80468,1,2.456779394
5.3,-73.961014,40.760676,-73.954365,40.769799,2,1.159084079
8,-73.982544,40.771279,-73.995296,40.749753,1,2.624325977
10.5,-73.9825592,40.76075745,-73.95818329,40.76869202,1,2.235171971
6.9,-73.9913,40.7237,-74.0112,40.7135,1,2.025258633
9,-73.992445,40.726652,-73.97809,40.751395,1,3.006329321
7,-73.936788,40.819887,-73.943985,40.807135,3,1.542381796
5,-73.962262,40.767665,-73.953131,40.778222,1,1.403730295
10.5,-73.981002,40.782077,-73.988452,40.755593,5,3.011921002
16.5,-73.926793,40.744318,-73.982228,40.727742,1,5.022783065
11.7,-73.97888,40.752422,-74.006267,40.733508,5,3.122937583
10,-73.96538544,40.76107025,-73.95584869,40.74740219,1,1.719591457
10.5,-73.994757,40.7183,-73.972327,40.746397,1,3.652556287
3.7,-73.98752,40.747508,-73.980477,40.751445,1,0.737549412
15.3,-73.871098,40.773733,-73.808188,40.774523,2,5.299841768
8.1,-73.969407,40.764294,-73.988609,40.7534,1,2.021298059
6.9,-73.137393,41.366138,-73.974598,40.751311,1,98.01584768
13,-73.960524,40.764764,-73.97843,40.727799,1,4.379744261
5.5,-73.984895,40.72817,-73.983557,40.738042,4,1.103836792
5,-73.980689,40.738353,-73.973271,40.74363,1,0.857519121
6.1,-73.990866,40.756004,-73.971608,40.7625,1,1.776139297
6.5,-74.00108,40.731653,-73.989142,40.74754,1,2.033447073
10,-73.99415,40.751562,-73.98191,40.771707,1,2.466625215
6,-73.993857,40.73592,-73.991475,40.727572,1,0.950004254
6.5,-73.97349,40.748092,-73.975563,40.7604,2,1.380114412
9.7,-73.980018,40.756185,-73.97233,40.784675,1,3.234436727
13.5,-73.959208,40.779767,-73.991133,40.750407,6,4.230641027
15.5,-73.998834,40.761209,-73.983564,40.721903,1,4.557457827
6.9,-73.982945,40.744533,-74.002678,40.72866,1,2.425513626
13.5,-73.976655,40.75186,-73.989383,40.723147,3,3.369079871
