instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,fare_amount,passenger_count,distance
6279,9/24/2011,4,0,9,4,0,6,0,1,0.56,0.5303,0.94,0.1045,1,7,8,14.5,2,5.194551875
10455,3/16/2012,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,5.7,1,1.646502349
1002,2/14/2011,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,6.1,1,0.544791406
16038,11/5/2012,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,8.9,1,6028.386068
14752,9/11/2012,3,1,9,20,0,2,1,1,0.58,0.5455,0.56,0.1343,40,421,461,9.3,5,0
12405,6/6/2012,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0,6,21,27,6.5,1,2.065917837
3255,5/20/2011,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,69,186,255,45,2,16.89662077
13088,7/4/2012,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,6,1,1.133844543
10134,3/3/2012,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,9,1,1.84999728
2105,4/2/2011,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,15,5,1.616242615
10845,4/1/2012,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0,10,53,63,23,1,9.591720099
17016,12/16/2012,4,1,12,18,0,0,0,3,0.38,0.3939,0.82,0.1045,8,99,107,7.3,1,0.621815417
2501,4/19/2011,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13,10.5,1,1.2792071
6237,9/22/2011,3,0,9,10,0,4,1,2,0.64,0.5758,0.89,0.2239,19,101,120,7.7,1,1.607279419
14800,9/13/2012,3,1,9,20,0,4,1,1,0.62,0.6061,0.69,0.1045,55,408,463,6.5,2,2.210846099
1076,2/17/2011,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,16,5,4.298170373
13971,8/10/2012,3,1,8,7,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133,10.9,1,2.752680831
12326,6/2/2012,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0,171,341,512,11.7,1,1.528860764
8252,12/15/2011,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135,5.5,1,1.462770061
10937,4/5/2012,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,33,279,312,3.7,1,0.67766834
4695,7/19/2011,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,4.5,1,0.820441254
16518,11/25/2012,4,1,11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,13.5,2,4.189139944
12129,5/25/2012,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333,27.07,1,8.662426874
15037,9/23/2012,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723,8.9,1,3.040750155
1851,3/22/2011,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135,9.7,1,1.946749724
4086,6/24/2011,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5,3.5,1,0.652658997
3579,6/3/2011,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,6.9,1,1.094971918
11247,4/18/2012,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368,10.9,1,3.25546485
8518,12/26/2011,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,6.5,1,1.401202514
15494,10/12/2012,4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642,2.5,5,0.007942159
2210,4/6/2011,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,7,2,1.513673902
14851,9/15/2012,3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0,47,182,229,6.2,1,1.935830348
12645,6/16/2012,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0,16,79,95,5.7,1,1.197901619
9889,2/22/2012,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,10.5,2,3.146762954
15170,9/29/2012,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,8.5,2,2.182349054
12210,5/28/2012,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,10.9,1,4.348811989
17234,12/25/2012,1,1,12,22,1,2,0,2,0.3,0.303,0.7,0.1642,3,16,19,8,1,2.006648261
15417,10/9/2012,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238,17,1,5.722061119
16346,11/18/2012,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,6.5,1,1.577879081
16151,11/10/2012,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0,227,378,605,11.7,2,4.004992188
13651,7/27/2012,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0,34,155,189,9.3,1,3.327684946
13501,7/21/2012,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241,12.5,1,5.859181397
15140,9/28/2012,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,5.7,5,2.178354559
4502,7/11/2011,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128,5.3,1,2.071990956
2738,4/28/2011,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,29,81,110,14.5,1,2.93828546
16253,11/14/2012,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0,6,167,173,9,1,1.095219541
9337,1/29/2012,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,57.33,1,21.16325722
4865,7/26/2011,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147,7.5,1,0.872747244
15727,10/22/2012,4,1,10,11,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211,6.9,1,0.969818099
4848,7/25/2011,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0,41,153,194,6.9,5,2.519407322
15234,10/1/2012,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,12.9,1,5.112499983
14584,9/4/2012,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,15.5,2,4.199998596
15869,10/28/2012,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330,6.6,2,1.324500535
11021,4/9/2012,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,22,595,617,12.1,1,4.690430812
16417,11/21/2012,4,1,11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311,13.3,1,4.859332117
9568,2/8/2012,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,8.1,1,1.80649392
9950,2/24/2012,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,8.5,1,3.496163196
16467,11/23/2012,4,1,11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,142,7.3,1,2.701784746
10279,3/9/2012,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,20,4,8.451806287
4488,7/10/2011,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227,9.3,1,4.575208899
12999,6/30/2012,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,0.2537,134,240,374,6.5,3,1.896837482
12056,5/22/2012,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,76,178,254,31.8,1,10.83349108
8159,12/11/2011,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,44,198,242,4,1,0.571178959
3659,6/6/2011,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,8.9,1,2.085016243
9280,1/27/2012,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,13,1,4.262987924
17235,12/25/2012,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,4,26,30,12,1,4.372062442
9588,2/9/2012,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,10.5,1,2.834357258
2174,4/5/2011,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,28,5,13.41632303
11038,4/10/2012,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9,10.5,1,2.750194779
4146,6/26/2011,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0,174,229,403,63,1,0
1064,2/17/2011,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,4.9,1,1.071958118
10031,2/27/2012,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56,6.9,2,1.870356008
13635,7/27/2012,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,410,10.9,1,1.439462286
11522,4/30/2012,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.194,2,121,123,8.1,1,3.220064093
16380,11/20/2012,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,17.5,1,5.726102482
8294,12/17/2011,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,2,7,9,13,2,3.372017841
3200,5/18/2011,2,0,5,5,0,3,1,1,0.52,0.5,1,0.2239,0,9,9,4.5,1,0.754160162
4556,7/13/2011,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,70,418,488,5.8,1,1.911178243
14610,9/5/2012,3,1,9,22,0,3,1,1,0.72,0.697,0.79,0,38,181,219,8.1,1,2.532330699
17333,12/30/2012,1,1,12,1,0,0,0,2,0.26,0.2273,0.56,0.4179,1,27,28,8.5,1,3.66969545
9039,1/17/2012,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83,86,6.5,1,0.717302716
7209,11/1/2011,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0,11,61,72,17,1,0.448962341
5308,8/14/2011,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,15,1,6.286783543
2546,4/20/2011,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93,15,1,3.985678723
5642,8/28/2011,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306,4.5,1,1.021803098
1866,3/23/2011,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87,14.5,2,3.715097952
203,1/9/2011,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,49.8,1,17.85459381
860,2/8/2011,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39,12.5,1,4.089364003
5269,8/12/2011,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,6.5,1,1.059158944
1737,3/18/2011,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29,25.5,1,12.63220582
14303,8/24/2012,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0,2,6,8,15,2,3.109707751
16170,11/11/2012,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,15.3,1,6.657023879
14971,9/20/2012,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,17,137,154,5.5,2,1.309582068
13042,7/2/2012,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,7.5,2,1.36783681
1349,3/1/2011,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56,4,1,0.985455496
13396,7/17/2012,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0,43,618,661,6.1,5,1.466335916
12332,6/3/2012,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,27,142,169,5.3,1,1.254311256
13257,7/11/2012,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,8.1,1,1.931119726
7427,11/11/2011,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19,14.1,4,5.917879977
7952,12/2/2011,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,16.5,2,4.909854795
9383,1/31/2012,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,3,1,0.274386394
15859,10/27/2012,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,136,167,9,2,2.097613767
12710,6/18/2012,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642,15.3,5,3.715974083
7338,11/7/2011,4,0,11,8,0,1,1,2,0.3,0.3182,1,0.0896,13,397,410,8.5,1,1.139820802
8304,12/17/2011,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228,6.5,1,1.424723316
3045,5/11/2011,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,6.5,1,1.826697383
13856,8/5/2012,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,6.1,2,1.229946983
8256,12/15/2011,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82,11.5,1,3.549170853
11336,4/22/2012,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61,7.3,2,2.952820265
3382,5/25/2011,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,9.7,2,3.284551962
15352,10/6/2012,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,75,172,247,5.5,1,1.406593163
2333,4/12/2011,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,28.67,1,8.75845986
15958,11/2/2012,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,4.9,1,1.313854011
12672,6/17/2012,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18,24.1,3,8.371768178
8851,1/9/2012,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,8.5,1,2.084085821
15087,9/25/2012,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539,45,1,20.64019089
10246,3/7/2012,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,6.1,5,1.803192138
11106,4/12/2012,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158,3.5,1,0.231472107
6984,10/23/2011,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,7,1,1.901768097
7389,11/9/2011,4,0,11,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152,4.1,1,0.844211417
16865,12/10/2012,4,1,12,11,0,1,1,3,0.46,0.4545,0.94,0.2239,8,126,134,45,2,8670.175329
5117,8/6/2011,3,0,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53,7,4,1.73512454
2577,4/22/2011,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49,4.5,1,0.71274209
13411,7/17/2012,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,22,139,161,2.9,1,0.29664747
11272,4/19/2012,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,11.3,5,4.071403404
7773,11/25/2011,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,11,1,2.1079675
49,1/3/2011,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,12.5,1,3.957640048
1355,3/1/2011,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242,19.5,1,6.013260779
8978,1/14/2012,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66,7.3,1,1.111970628
2744,4/29/2011,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,0,25,25,7.5,1,0.432409198
16321,11/17/2012,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,11.3,1,4.945298977
4121,6/25/2011,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,151,232,383,6.9,1,2.274526169
12899,6/26/2012,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317,18.1,3,5.246567739
2750,4/29/2011,2,0,4,11,0,5,1,1,0.6,0.6212,0.38,0.2239,49,108,157,5.7,1,1.53106894
17315,12/29/2012,1,1,12,7,0,6,0,2,0.26,0.2424,0.7,0.1343,1,17,18,19,6,6.595670537
3038,5/11/2011,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,3.5,3,0.636606305
11732,5/9/2012,2,1,5,0,0,3,1,2,0.58,0.5455,0.83,0.194,8,27,35,11,1,1.88633852
2584,4/22/2011,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40,5.3,1,1.685653168
2407,4/15/2011,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,6.9,1,2.04871258
5656,8/29/2011,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,15.3,5,7.262979957
13125,7/6/2012,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,12,1,21.46024443
2930,5/6/2011,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120,7,1,1.373733007
15110,9/26/2012,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884,10.5,3,2.161782007
16848,12/9/2012,4,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,17,181,198,4.9,3,1.398124685
13967,8/10/2012,3,1,8,3,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9,5.7,1,1.191920978
16622,11/30/2012,4,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,20,709,729,6.5,1,2.261588513
15848,10/27/2012,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,404,668,12.1,1,6.095681283
7936,12/2/2011,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,16.9,1,5.005646349
2249,4/8/2011,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,8.9,0,2.518204593
9830,2/19/2012,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,19,1,5.492279921
190,1/9/2011,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,4.9,2,1.204335446
11229,4/18/2012,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,23,2,5.346894577
7370,11/8/2011,4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,39,250,289,4.9,1,1.200247065
5044,8/3/2011,3,0,8,1,0,3,1,2,0.78,0.7121,0.52,0.1642,7,9,16,6.1,1,1.369165929
9088,1/19/2012,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124,8.5,1,1.965653801
1142,2/20/2011,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,58.6,1,0.257130772
4401,7/7/2011,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118,23.5,6,7.474671783
1913,3/25/2011,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,10,1,2.146691541
10585,3/22/2012,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,12.5,1,3.217969175
10871,4/3/2012,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,9,2,3.047573252
6817,10/16/2011,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462,15.3,1,4.967382303
11478,4/28/2012,2,1,4,10,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291,6.1,1,1.944413195
16381,11/20/2012,4,1,11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,6.1,1,1.645947971
6361,9/27/2011,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,29,123,152,8.9,1,2.721146819
11064,4/11/2012,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2,16.9,2,7.544726114
423,1/19/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,4.1,1,1.889785675
9877,2/21/2012,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,38.83,1,11.11461696
8164,12/11/2011,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,7,98,105,8.1,1,2.722261636
11708,5/8/2012,2,1,5,0,0,2,1,2,0.52,0.5,0.52,0.2537,10,28,38,17.7,1,8.119614855
12709,6/18/2012,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723,16.1,3,7.540999569
2300,4/10/2011,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,19.7,3,0
6738,10/13/2011,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343,5,76,81,6.5,2,0
6127,9/17/2011,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343,43,133,176,5.3,1,1.561672024
2419,4/15/2011,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,4.1,3,0.946936662
14129,8/16/2012,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356,9.5,2,3.284107871
800,2/5/2011,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83,9,1,3.170422863
923,2/10/2011,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34,5.3,2,2.193811933
17271,12/27/2012,1,1,12,11,0,4,1,2,0.28,0.2424,0.56,0.4478,23,80,103,22.5,1,12.99612193
3054,5/12/2011,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,9.3,1,0
191,1/9/2011,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,20.1,5,7.599884907
12416,6/6/2012,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0,80,235,315,5.7,1,1.404044699
14203,8/19/2012,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0,7,39,46,5.5,2,1.696393481
15547,10/14/2012,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,7,1,1.895829016
17214,12/25/2012,1,1,12,1,1,2,0,2,0.26,0.2576,0.87,0.1642,0,13,13,4.5,3,0.577870777
15379,10/7/2012,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,12,68,80,7.3,1,2.185963248
12187,5/27/2012,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,7.3,1,2.55368247
2198,4/6/2011,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,6.1,3,1.510224017
5111,8/5/2011,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291,9,1,1.974985204
14048,8/13/2012,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,6.5,3,0.926336257
6388,9/28/2011,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,16.1,2,1.266648104
10161,3/4/2012,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,8.5,2,2.79559907
12926,6/27/2012,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,11.3,2,3.839228036
4055,6/22/2011,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282,17.3,1,7.959300796
14121,8/16/2012,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300,4.9,2,0.678995184
237,1/11/2011,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,4.5,1,0.967603529
16250,11/14/2012,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,10.5,1,2.614594955
4388,7/6/2011,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,9.7,1,3.264524814
1016,2/14/2011,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,15.4,1,5.313323483
16032,11/5/2012,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,9.7,1,3.538489944
5303,8/13/2011,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,4.1,1,1.170690111
1767,3/19/2011,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13,7.7,1,1.141659027
7052,10/26/2011,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,14.1,4,5.608710961
4691,7/19/2011,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,9.5,6,2.013801066
4520,7/12/2011,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25,7.5,6,1.107741395
1873,3/23/2011,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159,7.7,1,2.712315119
6676,10/10/2011,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,17.5,1,5.720379066
1596,3/11/2011,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37,4.5,1,1.177709485
14879,9/17/2012,3,1,9,3,0,1,1,1,0.5,0.4848,0.77,0.0896,0,7,7,7.7,1,3.280210899
15425,10/9/2012,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225,4.9,1,0.623167466
3879,6/15/2011,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,-2.5,1,0.021250694
10097,3/1/2012,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525,13.3,2,5.090434091
14631,9/6/2012,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,13.7,1,4.630874846
16201,11/12/2012,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,10.5,1,2.602543508
3295,5/22/2011,2,0,5,4,0,0,0,1,0.5,0.4848,1,0,3,9,12,16.5,2,4.376231014
3428,5/27/2011,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491,15.3,1,5.350801132
10987,4/7/2012,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,76,106,182,17.5,1,3.857083313
8530,12/27/2011,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,17.3,4,8.042479412
1613,3/12/2011,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,100,144,244,7.3,1,2.025840774
10701,3/26/2012,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,24.5,5,6.765312997
15948,11/2/2012,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,7.3,1,1.502824113
9548,2/7/2012,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,10.1,1,3.14337322
8265,12/16/2011,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,12,60,72,20.5,1,5.73505098
17255,12/26/2012,1,1,12,19,0,3,1,3,0.3,0.2879,0.87,0.194,2,33,35,6.5,1,1.267046725
688,1/31/2011,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17,6.9,5,0.709719462
9262,1/26/2012,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,11.3,5,3.273436568
8404,12/21/2011,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209,32.1,1,9.330758887
2760,4/29/2011,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,50,145,195,10.1,5,3.329599164
15002,9/22/2012,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41,4.1,1,0.538322093
